gene_id	asc_0	asc_1	asc_2	asc_3	asc_4	asc_5	asc_6	idc_0	idc_1	idc_2	idc_3	idc_4	idc_5	idc_6	healthy_0	healthy_1	healthy_2	healthy_3	healthy_4	healthy_5	healthy_6
ENSG00000008988	13831	6281	6077	12823	5335	20702	71	21636	31932	62965	29850	34147	63550	43711	39192	36424	44369	50737	47738	63658	39606
ENSG00000009307	20110	8282	6002	17436	5840	25284	293	35867	36168	39486	87536	46592	15422	115459	21522	30273	27750	42488	24541	41428	22465
ENSG00000009335	4968	2816	2061	5553	2472	7779	263	10179	9707	7438	10147	10068	3470	7301	4296	5016	4968	5256	3739	5020	3457
ENSG00000009413	13027	7354	1959	24315	4191	4905	100	2463	2038	1686	1282	2767	316	1511	4298	3684	4530	9282	3533	5011	3053
ENSG00000009694	1035	317	186	3860	1140	155	0	42	2	12	19	12	1	17	372	307	211	1931	843	218	658
ENSG00000009709	0	0	0	0	4	0	0	4	4540	1	0	10	2	16	0	0	0	1	3	0	0
ENSG00000009724	432	201	43	983	68	101	0	57	35	30	126	39	6	87	142	688	412	259	251	290	95
ENSG00000009765	4	3	0	0	1	0	0	19	58	1779	8	6756	1091	141	19	21	28	9	4	32	11
ENSG00000009780	691	196	132	577	277	387	25	1104	742	1076	817	835	718	905	777	857	1149	2113	905	992	1222
ENSG00000009790	509	70	102	341	74	113	0	484	247	139	100	71	108	409	68	53	138	179	45	66	61
ENSG00000009830	1409	556	812	1535	898	2334	6	2424	2057	679	1244	849	1405	1669	1737	3040	2128	1338	1319	2402	2153
ENSG00000009844	1072	355	194	661	493	806	0	3254	3678	3590	3006	6004	1731	2087	1239	1608	1556	1857	1413	1907	1540
ENSG00000009950	282	109	52	193	156	24	0	310	168	10	15	53	114	101	1626	1761	5194	32348	14778	5690	8890
ENSG00000009954	8276	3876	3833	6129	2370	12183	590	11352	13086	9471	9217	10990	2705	11264	4476	5708	5576	5487	3938	6439	5198
ENSG00000010017	2598	1125	714	3027	783	1957	39	3038	3029	3853	7210	7868	863	3771	2686	3508	2710	3673	2430	3545	2696
ENSG00000010030	43	173	74	136	11	15	0	206	232	239	18	169	29	980	32	36	40	232	19	55	80
ENSG00000010072	612	402	309	809	155	562	0	1236	2295	1066	1471	1072	372	1727	439	625	624	931	404	511	498
ENSG00000010165	622	298	720	623	433	909	0	3645	6334	2795	4347	2500	2513	7052	1309	1691	1596	1338	1266	1958	1710
ENSG00000010219	355	233	53	255	182	553	47	681	709	616	1172	719	683	526	353	572	651	618	477	540	700
ENSG00000010244	6138	2804	1154	6479	3413	4990	0	5915	11898	7568	10597	7585	5786	9065	9937	13932	10522	10839	8016	11539	11371
ENSG00000010256	857	415	1108	1109	614	1450	177	7121	7766	7282	8909	7962	18256	10386	4127	4762	5351	4773	6187	6023	5480
ENSG00000010270	1395	684	335	604	713	1804	13	1647	1612	1912	2552	1360	2863	1609	1544	1591	1678	2084	1237	1687	1735
ENSG00000010278	905	331	1407	1449	1037	4853	83	20326	23895	72607	22332	36922	11619	20638	7480	6144	9923	5268	3203	7248	11867
ENSG00000010282	1	2	4	80	5	1	0	4	1	1	1	1	0	0	52	9	59	18	4	19	51
ENSG00000010292	2471	1397	1286	1986	1742	5345	49	3795	4746	4255	5542	4496	3153	7412	1851	3043	2397	1793	1639	2859	1696
ENSG00000010295	1255	516	1350	1552	869	686	21	862	316	324	177	848	884	544	2056	1127	3390	4254	1805	2013	3041
ENSG00000010310	159	146	51	118	152	113	0	321	831	93	116	32	177	183	3799	287	265	1793	669	1475	670
ENSG00000010318	302	168	93	579	101	228	0	493	236	193	983	202	152	306	358	845	466	901	301	465	624
ENSG00000010319	198	120	991	663	297	70	34	2296	441	1833	631	113	493	2180	18413	11528	12785	20705	9548	17060	7952
ENSG00000010322	8207	4998	4607	9531	6565	3359	67	6846	6127	4393	8353	5384	4183	5668	13463	16923	14412	13862	8401	20682	18662
ENSG00000010327	36660	29168	31012	37331	33451	11319	1719	3861	1453	1628	2054	3071	3404	3437	15003	6446	24245	24024	36584	12245	8276
ENSG00000010361	495	212	459	591	278	763	12	751	1233	886	1189	406	1227	866	545	1523	763	611	520	1512	805
ENSG00000010379	10	4	9	9	4	0	0	3	2	9	18	4	7	3	11	12	10	18	2	4	10
ENSG00000010404	557	324	426	745	371	272	38	596	574	296	902	524	308	564	6569	11037	12090	12715	4492	11287	10898
ENSG00000010438	30	7	47	144	7	30	0	5	4	23	3	1	4	10	2	23	28	17	14	8	9
ENSG00000010539	173	137	70	130	41	152	0	762	1096	809	494	472	558	644	337	531	447	660	258	551	418
ENSG00000010610	1188	413	610	1001	815	574	0	3465	1818	1423	2831	3104	1521	5447	854	801	2304	3263	2856	1495	1699
ENSG00000010626	154	24	67	203	74	95	0	695	377	770	981	916	1040	515	282	585	509	402	212	408	544
ENSG00000010671	876	363	257	1241	367	234	35	746	331	274	469	359	289	690	192	132	405	557	482	355	133
ENSG00000010704	560	193	208	833	230	213	0	1155	1950	1287	340	1258	178	1834	432	720	665	866	572	694	815
ENSG00000010803	2196	1101	661	1830	1049	1297	25	2136	2755	2262	3467	1225	889	3284	3018	3609	3245	3071	2019	4588	3273
ENSG00000010810	3598	1072	937	3067	1893	1599	53	2189	707	1250	1197	1789	967	1974	6593	4517	5380	11273	4603	7088	5484
ENSG00000010818	4449	2368	1513	5839	1712	5663	12	2312	1275	1705	1600	4348	483	2076	2607	3421	3232	4327	1102	3230	3660
ENSG00000010932	787	310	79	756	621	42	0	535	230	177	168	892	170	886	134	184	458	1679	224	347	752
ENSG00000011007	2523	1134	1286	2327	1018	2058	86	3286	2522	3470	3337	2720	1998	3873	3061	3130	2758	2715	4214	3464	2338
ENSG00000011009	702	310	666	606	570	934	112	3333	3640	3935	1557	1967	6683	3757	2236	2619	2219	2174	1802	2687	2592
ENSG00000011021	1433	788	731	1686	1146	1207	59	1133	797	552	1068	673	632	1065	2703	4012	3562	5096	2382	4705	3978
ENSG00000011028	2169	1030	1958	4087	3568	809	74	13644	4223	7229	952	13620	11061	7954	2768	5542	12081	4894	3642	5054	14164
ENSG00000011083	14	3	34	13	17	13	0	9	13	6	2	5	10	4	9	11	9	44	8	24	14
ENSG00000011105	1076	531	667	750	957	423	9	7346	5349	5378	3789	3869	4858	5383	5681	6614	4722	8775	2571	5495	7013
ENSG00000011114	2958	1529	902	2843	1223	2595	3	4148	4027	1997	2803	3057	954	2845	1883	3164	2946	2588	1766	2993	2337
ENSG00000011132	183	64	283	201	167	153	0	857	745	464	336	312	876	592	786	836	746	804	536	1378	866
ENSG00000011143	691	280	328	965	277	459	62	1161	1694	798	1249	491	1208	974	597	1362	937	644	536	1002	1204
ENSG00000011198	714	203	346	1288	437	327	0	2092	2672	2595	4899	4338	2120	2731	3074	1181	1170	1633	4233	3423	600
ENSG00000011201	684	119	55	373	237	27	0	3713	963	1844	7649	7726	2047	599	103	566	343	514	361	320	705
ENSG00000011243	1878	768	852	2220	825	1206	23	2072	1884	803	2880	1354	2222	1479	4026	7422	4445	6197	2321	5743	6956
ENSG00000011258	2023	870	428	2559	517	1794	53	2193	3031	2195	3406	1926	403	1351	1637	3217	2223	3081	1370	3217	2568
ENSG00000011260	1327	579	884	1102	441	1813	48	2059	2331	4775	5412	5783	2446	2922	1710	1734	1653	1122	1168	2387	1593
ENSG00000011275	2725	1509	1532	3616	1215	3343	60	4300	2983	3774	3534	3559	2755	4625	3184	4031	4442	4821	2417	4379	3175
ENSG00000011295	8236	4171	1507	11748	1828	5589	143	2509	6900	4914	9052	4776	5395	4676	2257	3257	2822	3238	1763	3019	3442
ENSG00000011304	3889	1429	2580	2954	3370	5570	115	15733	23391	15333	15684	8123	14175	17810	14861	17367	14330	18655	6990	16764	16666
ENSG00000011332	35	7	42	28	10	51	0	32	32	20	29	21	137	36	2	14	0	55	1	5	15
ENSG00000011347	179	51	83	251	102	8	2	8206	8292	5177	21282	3844	8038	2978	874	3809	1480	1628	352	3641	5044
ENSG00000011376	1103	769	539	1104	659	1282	15	1759	2438	1805	2644	2489	1216	1998	819	1033	1027	834	862	1132	1338
ENSG00000011405	11986	4385	1784	9995	3081	4839	56	5789	7720	7087	8532	6226	1155	4729	4109	8511	6551	11038	4257	6658	6221
ENSG00000011422	181	296	218	227	395	117	14	2538	2027	1099	560	2499	1826	2432	846	448	581	1030	352	625	627
ENSG00000011426	959	1013	454	1190	663	4326	48	1689	1521	2441	1069	1368	1345	3597	32	39	69	115	70	75	160
ENSG00000011451	992	446	1267	928	801	785	53	4322	6137	2316	5326	2139	1827	4063	5323	5346	5437	4559	4248	5354	4764
ENSG00000011454	6527	3705	2364	8318	3435	4041	68	5773	7855	4105	3100	4273	1653	5439	4021	6630	5056	6188	3195	5393	5625
ENSG00000011465	15631	4205	2989	25066	14143	1963	64	68424	19514	36288	14370	78846	17984	30257	52107	100262	369004	101381	88083	164624	128470
ENSG00000011478	147	67	221	201	149	386	0	836	1105	505	1069	238	855	595	400	661	482	323	511	605	779
ENSG00000011485	1958	702	758	1710	1623	2238	0	2523	4863	3541	3907	1424	2346	2771	2849	3046	2676	2839	2987	2744	2813
ENSG00000011523	3110	1763	2139	3118	1552	2094	35	2192	2948	2048	3363	1617	829	2690	2882	4414	3424	7646	2276	4839	4959
ENSG00000011566	5697	3614	1010	6227	2060	1932	13	2784	6884	3766	2779	2562	967	2667	3188	3699	3279	4587	1348	3779	2556
ENSG00000011590	50	7	34	60	21	10	0	32	17	15	185	14	19	31	22	31	20	24	12	23	31
ENSG00000011600	3187	1419	339	2405	964	978	0	2242	1672	986	1310	1941	3938	4111	501	453	1882	2592	2160	1938	532
ENSG00000011638	313	69	91	280	267	45	0	3605	9699	1942	1445	1456	682	2236	1565	1666	2254	2526	1412	2065	1805
ENSG00000011677	99	91	0	15	0	0	0	2	1	10	0	1860	19	5	0	0	0	2	1	0	4
ENSG00000012048	1670	1325	537	2820	610	4002	0	555	1904	1966	2648	618	782	2240	219	344	263	184	237	390	332
ENSG00000012061	1801	485	1229	1435	1142	772	2	2730	5239	2385	2891	1178	2569	3069	2798	3659	4154	2290	2173	3784	3347
ENSG00000012124	139	270	49	67	95	21	0	1635	1401	207	511	71	194	1260	59	113	162	110	83	206	398
ENSG00000012171	149	20	87	573	119	27	0	5883	1145	185	289	1502	7617	5294	856	2512	3435	7956	758	2179	5776
ENSG00000012174	1393	467	457	1705	787	1718	0	2222	3803	3394	4820	3751	1334	2256	843	1258	1207	1080	1043	939	1101
ENSG00000012211	145	67	189	320	85	120	4	510	985	549	575	625	750	697	730	569	725	939	493	822	1074
ENSG00000012223	3150	87	207	550	34	15	0	68299	842486	2402	80	2659	47	96395	2664	7131	9477	619	237	38931	229
ENSG00000012232	1761	1491	951	1744	1782	1742	0	3127	2962	1971	2745	2533	2799	4105	2742	2507	2255	1972	1729	2402	1791
ENSG00000012504	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	4	2	0
ENSG00000012660	2156	878	621	1665	1415	1715	0	32311	32727	24645	4721	24875	9901	47939	6393	39497	12048	14716	20913	12914	14308
ENSG00000012779	1107	431	514	1171	748	273	0	2141	774	394	481	970	583	1109	1447	6585	2840	1117	2359	2693	1577
ENSG00000012817	1	0	0	2	0	0	0	0	0	11	1	0	1602	1	17	6683	22	8184	3822	7301	6498
ENSG00000012822	2751	1155	1822	3550	1167	897	85	5395	4847	5507	7429	4386	2021	5072	14445	23805	17792	20077	12441	24707	13848
ENSG00000012963	2038	958	606	2305	1036	2667	0	5653	4776	2694	4745	2876	2954	3828	1569	2564	2034	2395	1417	2425	2000
ENSG00000012983	7332	3542	1863	9539	2532	8042	5	4747	3575	2891	2158	3349	1129	3108	3357	4952	4047	5104	2583	5053	3829
ENSG00000013016	274	127	191	155	248	137	0	1357	1523	743	2601	1991	554	1230	413	803	915	366	340	569	700
ENSG00000013275	1551	619	777	941	1125	1589	100	4772	9559	5722	5739	4205	5396	6177	2933	2804	3303	3606	2219	3220	2986
ENSG00000013288	1267	613	904	1358	1106	613	38	9360	6047	5860	4054	5899	2036	4431	2910	3999	7096	5455	2233	4742	4071
ENSG00000013293	44	19	0	154	0	427	0	1	0	4	0	0	0	2	24	10	22	4	2	21	62
ENSG00000013297	74	34	19	80	16	81	0	580	79	476	149	446	105	323	1019	2773	3122	1030	687	4090	4664
ENSG00000013306	715	489	1324	1184	617	2338	0	4423	8647	8155	11100	5718	15933	8220	3439	3692	3299	4025	3119	4881	4922
ENSG00000013364	1939	949	2133	1799	1449	454	53	13470	10097	9111	2837	20041	23085	14006	8908	8139	10242	12044	5577	9786	11285
ENSG00000013374	2989	1031	762	1773	707	2173	0	4544	3920	5419	6567	4470	2453	6591	3262	4958	4560	6025	3354	5286	3442
ENSG00000013375	1375	796	278	1909	547	802	52	3089	5032	2247	2011	4530	1424	2656	1808	1750	2994	3061	2991	1737	1831
ENSG00000013392	117	33	37	274	32	65	0	483	893	488	691	1000	479	447	465	456	588	708	549	415	301
ENSG00000013441	6551	2410	1302	6025	3117	4043	11	6165	6214	2415	4685	3355	2299	2521	13282	12280	13695	12037	4425	20719	15818
ENSG00000013503	1710	864	687	1731	778	1739	99	928	1676	864	1208	1243	266	814	318	500	589	329	496	362	630
ENSG00000013523	514	301	746	865	255	497	0	1855	1924	822	3137	2807	1230	1929	1474	2697	2581	1874	959	2880	3291
ENSG00000013561	1528	865	393	1293	712	885	0	4986	4965	5131	7565	5757	2916	4532	2178	2964	2786	3025	2384	2705	2610
ENSG00000013563	58	24	59	70	50	40	12	560	688	461	592	758	563	495	612	953	1299	1100	764	842	716
ENSG00000013573	905	1086	1887	3098	1392	2664	144	870	1345	1033	1441	1244	1157	1725	1760	2063	665	1268	1287	2444	2453
ENSG00000013583	383	176	235	304	178	335	7	3749	3084	5164	191434	8710	57449	3051	2835	3063	3540	4326	2350	3597	3481
ENSG00000013588	115	34	1	50	130	8	0	11295	17638	45109	54137	21569	23737	22552	3015	1970	2988	1222	1005	1577	1553
ENSG00000013619	1751	1207	571	2070	866	414	5	270	614	366	911	179	283	214	807	863	1432	2245	2621	1218	1500
ENSG00000013725	517	127	90	318	112	147	0	474	229	177	52	55	328	686	97	62	109	171	38	161	124
ENSG00000013810	912	521	866	844	667	1753	28	1446	2977	2500	1284	934	3992	5567	324	393	429	606	557	422	513
ENSG00000014123	2121	760	471	1812	816	1734	0	3749	6379	3399	3727	6510	1032	3863	1558	2805	2521	3120	1896	2169	2063
ENSG00000014138	48	36	60	74	23	33	0	213	275	245	185	108	1376	229	741	948	929	672	475	1083	961
ENSG00000014164	638	396	663	920	312	448	0	1095	2130	3790	1709	1139	1993	2288	2918	2269	2533	2848	2001	2859	2480
ENSG00000014216	2667	1172	3092	2786	2138	1246	0	12071	14907	11604	6252	12051	29003	9203	6685	7926	8555	8458	4491	9312	8730
ENSG00000014257	161	23	193	535	55	66	0	161	61	288	13	27	36	95	71	141	84	427	40	536	56
ENSG00000014641	1720	948	945	1647	1316	2185	5	5005	12097	5697	8040	7815	5720	7695	3670	3780	5697	10887	8531	4459	4605
ENSG00000014824	3205	1579	755	2713	1141	3841	0	6075	8509	7918	9552	6302	2498	5813	2401	3725	3366	4231	1909	3307	3064
ENSG00000014914	639	235	358	909	537	138	0	1767	3469	299	614	941	778	2850	1144	1381	1257	503	478	1595	1962
ENSG00000014919	489	509	177	733	134	422	15	2021	3299	1544	4450	3356	2681	1914	1580	1985	1774	1862	1760	1769	2305
ENSG00000015133	2487	1353	2545	2839	734	2715	156	11106	9547	3053	4928	1810	1574	1447	2825	3154	1937	5310	622	3797	3243
ENSG00000015153	1096	459	209	854	331	451	0	1057	1117	849	1162	1532	589	1065	1136	1271	1194	2026	1167	1488	1072
ENSG00000015171	5614	2017	1411	4341	2071	3634	32	8836	16338	11317	15248	18030	3553	9486	5423	9320	7042	7765	3967	9208	7029
ENSG00000015285	1262	976	467	601	544	293	0	567	292	205	243	253	358	839	309	299	628	589	721	370	256
ENSG00000015413	62	33	561	52	64	267	0	149	36	37	294	26	79	68	14	72	105	48	37	24	12
ENSG00000015475	229	116	324	361	140	379	5	888	2054	950	2076	1261	1786	1389	1390	1210	1097	1382	1206	1553	1004
ENSG00000015479	30	34	3	15	5	25	0	237	354	93	140	171	19	139	274	360	270	295	221	490	462
ENSG00000015520	32	14	0	22	24	4	0	27	125	20	168	408	274	8	21	41	38	55	132	67	228
ENSG00000015532	858	474	772	1024	593	481	0	3050	4622	3951	1437	6485	2753	3336	1328	1608	1470	1749	891	1902	2237
ENSG00000015568	33	8	13	49	29	27	0	1	5	3	1	2	0	1	2	0	1	9	0	5	6
ENSG00000015592	2	0	0	0	4	0	0	3	0	4	22	85	212	17	7	15	18	18	7	17	21
ENSG00000015676	616	234	424	689	372	646	0	8946	5692	8429	7743	7672	6742	9180	4228	6155	6035	6019	3975	6301	6546
ENSG00000016082	0	95	8	21	0	1	0	26	4	3	0	6	3	12	2	2	8	6	2	6	33
ENSG00000016391	35	24	10	127	6	15	0	4007	5074	1979	5423	1625	2616	2829	1322	5782	1343	151	144	4499	3804
ENSG00000016402	101	18	123	526	8	18	0	4115	3579	1528	9	1161	122	2866	254	4792	1122	162	116	2674	2046
ENSG00000016490	0	0	0	13	0	0	0	0	0	0	0	0	0	1	13	2	15	4	10	27	2
ENSG00000016602	34	8	28	310	2	36	0	9	5	24	2	2	0	9	27	59	160	24	5	108	5
ENSG00000016864	1274	637	373	1662	558	1211	7	4746	4507	3324	6963	3089	3627	3716	2071	3322	3527	2638	1817	2934	3295
ENSG00000017260	8134	3906	1850	9230	3251	7167	41	7983	13852	10872	13680	8909	1980	9355	4269	5348	4824	4564	4615	5469	4904
ENSG00000017427	688	323	282	552	426	787	108	227	20	140	36	317	27	231	760	572	991	670	2841	669	680
ENSG00000017483	106	31	147	90	170	75	0	507	179	210	24	1065	148	876	281	236	292	121	165	249	381
ENSG00000017797	2170	1116	989	1669	801	2448	84	5018	4399	6408	12087	2760	2749	4207	4709	5506	4199	4797	3356	5808	3841
ENSG00000018189	6914	3996	1475	7950	2816	2552	0	3322	4370	2301	2746	1717	828	1741	3296	3971	4146	4710	1769	4142	4840
ENSG00000018236	999	135	157	2639	522	108	13	1402	388	933	138	3176	190	357	307	1866	988	568	96	504	826
ENSG00000018280	574	347	233	267	721	93	0	300	355	122	324	504	523	277	2491	604	2476	895	5419	1026	228
ENSG00000018408	1758	1077	743	1485	646	2922	51	5578	4789	6889	2666	6637	1021	5376	5841	7207	5707	7775	4170	9074	12733
ENSG00000018510	3404	1832	1047	3253	1503	2800	107	1698	504	4301	7090	2361	324	7378	2310	1522	2371	2992	2028	1868	2051
ENSG00000018610	488	227	214	411	224	310	0	1427	2506	2182	2628	1897	2037	1116	757	1342	1106	1949	920	1179	1191
ENSG00000018625	673	80	128	556	689	38	0	212	64	190	1396	17	114	286	574	2585	3952	14257	10937	2213	2029
ENSG00000018699	1610	984	402	1873	769	2125	18	1033	2609	1526	2414	1534	1191	1969	947	1251	1176	721	758	1336	1216
ENSG00000018869	126	49	7	87	41	15	0	230	245	144	244	87	28	106	234	227	234	219	127	224	188
ENSG00000019102	302	474	138	293	57	35	0	388	21	54	11	99	24	14	628	828	278	250	40	530	347
ENSG00000019144	17458	6760	11062	16062	14367	6484	451	6698	3572	2785	2077	3703	1534	5486	13784	8386	23037	40592	12168	11937	12412
ENSG00000019169	227	19	362	424	137	32	82	87	6	40	2	65	26	387	101	27	1391	818	6526	137	30
ENSG00000019186	7	2	0	30	0	4	0	9	1	65	0	58	1	8	6	22	10	0	2	49	10
ENSG00000019485	626	264	303	618	459	197	12	470	501	376	904	463	511	624	988	1825	1842	1244	994	1258	1290
ENSG00000019505	4	0	0	0	1	0	0	65	3686	1692	39503	4637	651	1042	10	14	15	4	3	7	2
ENSG00000019549	1890	516	366	1783	915	1612	0	1704	520	1233	476	1487	820	1460	1161	1504	3271	1354	1452	1848	1730
ENSG00000019582	12896	7747	4439	11271	7622	6421	243	93832	147776	41003	51314	41570	55429	142747	13619	40745	39375	189696	24762	85108	112939
ENSG00000019991	601	370	161	674	193	228	0	793	277	521	471	724	163	327	446	1664	1804	1727	229	1104	1605
ENSG00000019995	2059	1123	790	2314	1210	1602	92	1255	2374	864	2282	1054	233	1227	1094	1880	1464	1625	1340	1776	975
ENSG00000020129	423	150	469	383	327	329	0	2175	2854	2407	4470	1328	1964	2012	1625	1768	1746	683	1000	1915	2653
ENSG00000020181	5719	2644	4679	3559	7752	3195	0	2971	785	1993	880	2807	571	2020	3842	6177	9615	8942	2482	7636	9423
ENSG00000020256	556	356	637	1134	329	1334	0	1361	2164	1064	2362	2166	1105	1500	464	733	672	671	352	713	892
ENSG00000020426	527	177	280	563	373	417	0	738	1153	716	864	964	1189	719	631	744	692	806	714	712	885
ENSG00000020577	2502	1502	954	2011	1817	371	0	1318	1307	636	403	1108	250	2202	3214	2685	5712	7546	3047	3203	4719
ENSG00000020633	144	63	66	111	59	47	119	771	728	296	367	185	194	1057	382	420	600	823	169	824	359
ENSG00000020922	2750	897	854	3722	585	2790	22	1984	3038	1917	2842	2699	1789	6318	1852	3337	2319	2996	1426	2108	2913
ENSG00000021300	31	19	20	89	16	12	0	1118	2825	1546	1253	276	2374	2454	251	700	424	114	81	945	290
ENSG00000021355	583	202	196	530	227	280	0	3379	3954	4524	8684	5949	3153	8602	1879	3755	3574	6113	3092	2631	2955
ENSG00000021461	16	10	1	117	2	4	0	3	7	1	30	1	1	1	9	25	4	3	2	11	15
ENSG00000021488	39	32	13	67	19	9	22	17	37	24	46	1	3	9	22	39	36	20	12	75	49
ENSG00000021574	2021	1105	574	1648	824	2073	114	1530	3301	2042	1785	1755	990	1814	927	1278	1041	1153	746	1173	907
ENSG00000021645	1215	773	283	654	1086	224	0	2632	57	79	960	807	148	158	144	745	176	179	48	348	591
ENSG00000021762	910	291	966	1193	611	217	0	3433	5454	1557	856	2978	3119	3771	4170	5200	4998	6112	2276	4091	3644
ENSG00000021776	4268	2037	1281	4468	1689	4002	45	4777	4972	4651	4849	18481	1174	5684	2338	4134	3243	4090	2115	3268	3617
ENSG00000021826	834	771	191	623	332	152	24	230	79	148	78	238	43	259	358	254	505	157	412	291	281
ENSG00000021852	0	0	0	0	0	1	0	3	0	3	2	1	0	20	0	0	1	5	0	0	2
ENSG00000022267	31783	8171	3397	12399	11852	4271	29	5134	389	1464	939	1784	1049	3381	49136	13901	69089	100855	32687	40107	19462
ENSG00000022277	1762	580	1043	1030	689	1487	115	4543	5455	4312	4720	3627	10832	3991	2852	3934	4065	4117	3261	4373	3863
ENSG00000022355	0	0	0	0	0	0	0	1	1	0	704	2	0	0	0	2	2	4	4	4	2
ENSG00000022556	195	61	82	177	13	62	0	1911	13	14464	816	1024	26	3247	165	106	614	30	13	210	6
ENSG00000022567	153	122	609	339	69	580	26	754	1939	1310	1475	612	1412	762	463	854	716	640	651	891	937
ENSG00000022840	5828	2722	3444	5303	3664	4549	248	11631	13757	8758	15155	16028	9447	12884	9629	10869	9184	11897	7573	11717	9600
ENSG00000022976	692	370	374	917	274	534	0	714	636	382	455	332	189	582	473	891	605	1008	343	675	825
ENSG00000023041	1060	491	283	1165	362	946	0	2666	5483	1886	4011	1954	1921	2251	2107	3102	2598	2713	1478	2739	2497
ENSG00000023171	527	296	65	459	187	155	10	204	92	79	673	756	77	513	271	201	283	194	220	120	211
ENSG00000023191	877	319	2013	1200	875	500	10	9296	7785	7699	3763	8452	23421	10196	11305	8979	14197	10988	9879	11320	12332
ENSG00000023228	3784	1613	1680	3873	1564	5148	76	4851	14273	7377	9545	8709	2371	6840	2874	4275	4304	4732	6034	3630	4184
ENSG00000023287	6690	4347	1765	8156	1875	6140	61	5356	6127	30118	16974	7149	1553	5484	3020	6089	4293	5921	2956	4941	3177
ENSG00000023318	1859	1057	378	1789	595	1299	0	3886	4118	3034	2843	3691	1880	4801	3042	3451	3328	4179	3096	3546	2870
ENSG00000023330	987	479	618	1243	740	851	2	2481	5658	2743	4006	3683	2638	2502	2665	2001	2492	3536	2069	2401	1972
ENSG00000023445	2508	528	176	1250	388	698	1	2245	858	923	326	616	149	8638	831	618	1649	2150	287	1578	1407
ENSG00000023516	7936	5062	1673	9687	2831	4153	0	5501	7059	4329	5800	10213	1086	5483	3804	5172	4090	5561	2357	5033	5335
ENSG00000023572	96	65	56	199	27	101	0	1374	3145	1366	3084	1476	1760	2646	274	183	298	377	322	422	273
